Time,Anomaly,Anomaly_Score,Point_Anomaly,Contextual_Anomaly,Collective_Anomaly,Context_Info
0.1290000000000001,False,0.38984755,False,False,False,
0.1300000000000001,False,0.6936842,False,False,False,
0.1310000000000001,False,1.8630533,False,False,False,
0.1320000000000001,False,1.7559183,False,False,False,
0.1330000000000001,False,1.1068553,False,False,False,
0.1340000000000001,False,0.5610554,False,False,False,
0.1350000000000001,False,-0.0107488595,False,False,False,
0.1360000000000001,False,-0.17691019,False,False,False,
0.1370000000000001,False,0.123714246,False,False,False,
0.1380000000000001,False,1.3025311,False,False,False,
0.1390000000000001,True,3.1969533,True,False,False,
0.1400000000000001,True,3.478039,True,False,False,
0.1410000000000001,False,1.8870611,False,False,False,
0.1420000000000001,False,0.9203814,False,False,False,
0.1430000000000001,False,-0.09407144,False,False,False,
0.1440000000000001,False,-0.21538532,False,False,False,
0.1450000000000001,False,0.122830845,False,False,False,
0.1460000000000001,False,0.61126167,False,False,False,
0.1470000000000001,False,1.1403177,False,False,False,
0.1480000000000001,False,1.1961615,False,False,False,
0.1490000000000001,False,0.53052413,False,False,False,
0.1500000000000001,False,-0.005118307,False,False,False,
0.1510000000000001,False,-0.24979982,False,False,False,
0.1520000000000001,False,-0.27982476,False,False,False,
0.1530000000000001,False,0.06715156,False,False,False,
0.1540000000000001,False,0.7901221,False,False,False,
0.1550000000000001,False,1.1561925,False,False,False,
0.1560000000000001,False,0.85976624,False,False,False,
0.1570000000000001,False,0.8263185,False,False,False,
0.1580000000000001,False,0.21575624,False,False,False,
0.1590000000000001,False,-0.30854082,False,False,False,
0.1600000000000001,False,-0.040671464,False,False,False,
0.1610000000000001,False,0.2828677,False,False,False,
0.1620000000000001,False,0.6148565,False,False,False,
0.1630000000000001,False,0.67431974,False,False,False,
0.1640000000000001,False,0.7112075,False,False,False,
0.1650000000000001,False,0.20945975,False,False,False,
0.1660000000000001,False,-0.19175829,False,False,False,
0.1670000000000001,False,-0.32236168,False,False,False,
0.1680000000000001,False,-0.25748274,False,False,False,
0.1690000000000001,False,0.0979235,False,False,False,
0.1700000000000001,False,0.57688737,False,False,False,
0.1710000000000001,False,0.49462974,False,False,False,
0.1720000000000001,False,0.25607762,False,False,False,
0.1730000000000001,False,0.066352226,False,False,False,
0.1740000000000001,False,-0.24150096,False,False,False,
0.1750000000000001,False,-0.3487164,False,False,False,
0.1760000000000001,False,-0.070920646,False,False,False,
0.1770000000000001,False,0.24862349,False,False,False,
0.1780000000000001,False,0.28129956,False,False,False,
0.1790000000000001,False,0.19419341,False,False,False,
0.1800000000000001,False,0.102437876,False,False,False,
0.1810000000000001,False,-0.054520886,False,False,False,
0.1820000000000001,False,-0.32559055,False,False,False,
0.1830000000000001,False,-0.30773535,False,False,False,
0.1840000000000001,False,-0.101630524,False,False,False,
0.1850000000000001,False,0.17290303,False,False,False,
0.1860000000000001,False,0.37255508,False,False,False,
0.1870000000000001,False,0.12251451,False,False,False,
0.1880000000000001,False,-0.1007052,False,False,False,
0.1890000000000001,False,-0.2859843,False,False,False,
0.1900000000000001,False,-0.35961473,False,False,False,
0.1910000000000001,False,-0.2957085,False,False,False,
0.1920000000000001,False,-0.07183037,False,False,False,
0.1930000000000001,False,0.13043678,False,False,False,
0.1940000000000001,False,0.06364021,False,False,False,
0.1950000000000001,False,-0.12494752,False,False,False,
0.1960000000000001,False,-0.21103677,False,False,False,
0.1970000000000001,False,-0.28769237,False,False,False,
0.1980000000000001,False,-0.35555404,False,False,False,
0.1990000000000001,False,-0.23128998,False,False,False,
0.2000000000000001,False,0.065986656,False,False,False,
0.2010000000000001,False,0.199378,False,False,False,
0.2020000000000001,False,0.061381336,False,False,False,
0.2030000000000001,False,-0.12153748,False,False,False,
0.2040000000000001,False,-0.3022434,False,False,False,
0.2050000000000001,False,-0.36303034,False,False,False,
0.2060000000000001,False,-0.30679914,False,False,False,
0.2070000000000001,False,-0.22561711,False,False,False,
0.2080000000000001,False,-0.09401175,False,False,False,
0.2090000000000001,False,-0.07614594,False,False,False,
0.2100000000000001,False,-0.14065944,False,False,False,
0.2110000000000001,False,-0.24990956,False,False,False,
0.2120000000000001,False,-0.32526618,False,False,False,
0.2130000000000001,False,-0.35402486,False,False,False,
0.2140000000000001,False,-0.2712514,False,False,False,
0.2150000000000001,False,-0.11721313,False,False,False,
0.2160000000000001,False,-0.008114648,False,False,False,
0.2170000000000001,False,-0.042552404,False,False,False,
0.2180000000000001,False,-0.13813052,False,False,False,
0.2190000000000001,False,-0.29751807,False,False,False,
0.2200000000000001,False,-0.36536732,False,False,False,
0.2210000000000001,False,-0.32655406,False,False,False,
0.2220000000000001,False,-0.24269918,False,False,False,
0.2230000000000001,False,-0.18153383,False,False,False,
0.2240000000000001,False,-0.15340954,False,False,False,
0.2250000000000001,False,-0.19766225,False,False,False,
0.2260000000000001,False,-0.2740898,False,False,False,
0.2270000000000001,False,-0.33340397,False,False,False,
0.2280000000000001,False,-0.3605756,False,False,False,
0.2290000000000001,False,-0.29262885,False,False,False,
0.2300000000000001,False,-0.15925816,False,False,False,
0.2310000000000001,False,-0.14735414,False,False,False,
0.2320000000000001,False,-0.14598584,False,False,False,
0.2330000000000001,False,-0.19708516,False,False,False,
0.2340000000000001,False,-0.27205634,False,False,False,
0.2350000000000001,False,-0.3585708,False,False,False,
0.2360000000000001,False,-0.3450241,False,False,False,
0.2370000000000001,False,-0.26224926,False,False,False,
0.2380000000000001,False,-0.20213023,False,False,False,
0.2390000000000001,False,-0.21630459,False,False,False,
0.2400000000000001,False,-0.23409718,False,False,False,
0.2410000000000001,False,-0.2842259,False,False,False,
0.2420000000000001,False,-0.337262,False,False,False,
0.2430000000000001,False,-0.3645406,False,False,False,
0.2440000000000001,False,-0.31551918,False,False,False,
0.2450000000000001,False,-0.21787518,False,False,False,
0.2460000000000001,False,-0.1817222,False,False,False,
0.2470000000000001,False,-0.20257546,False,False,False,
0.2480000000000001,False,-0.23863804,False,False,False,
0.2490000000000001,False,-0.30231747,False,False,False,
0.2500000000000001,False,-0.35471258,False,False,False,
0.2510000000000001,False,-0.36024815,False,False,False,
0.2520000000000001,False,-0.29630932,False,False,False,
0.2530000000000001,False,-0.2206613,False,False,False,
0.2540000000000001,False,-0.20776351,False,False,False,
0.2550000000000001,False,-0.26097977,False,False,False,
0.2560000000000001,False,-0.2984525,False,False,False,
0.2570000000000001,False,-0.34548107,False,False,False,
0.2580000000000001,False,-0.36255065,False,False,False,
0.2590000000000001,False,-0.32901615,False,False,False,
0.2600000000000001,False,-0.24097288,False,False,False,
0.2610000000000001,False,-0.19112249,False,False,False,
0.2620000000000001,False,-0.19921023,False,False,False,
0.2630000000000001,False,-0.2642115,False,False,False,
0.2640000000000001,False,-0.31652832,False,False,False,
0.2650000000000001,False,-0.35515013,False,False,False,
0.2660000000000001,False,-0.36361298,False,False,False,
0.2670000000000001,False,-0.3301483,False,False,False,
0.2680000000000001,False,-0.26939455,False,False,False,
0.2690000000000001,False,-0.23415732,False,False,False,
0.2700000000000001,False,-0.26099402,False,False,False,
0.2710000000000001,False,-0.31977385,False,False,False,
0.2720000000000001,False,-0.35767472,False,False,False,
0.2730000000000001,False,-0.36198863,False,False,False,
0.2740000000000001,False,-0.33032504,False,False,False,
0.2750000000000001,False,-0.2773737,False,False,False,
0.2760000000000001,False,-0.22848673,False,False,False,
0.2770000000000001,False,-0.22768013,False,False,False,
0.2780000000000001,False,-0.26936042,False,False,False,
0.2790000000000001,False,-0.33050963,False,False,False,
0.2800000000000001,False,-0.36196375,False,False,False,
0.2810000000000001,False,-0.3630143,False,False,False,
0.2820000000000001,False,-0.33969373,False,False,False,
0.2830000000000001,False,-0.30289882,False,False,False,
0.2840000000000001,False,-0.27385315,False,False,False,
0.2850000000000001,False,-0.29213673,False,False,False,
0.2860000000000001,False,-0.3297097,False,False,False,
0.2870000000000001,False,-0.36323598,False,False,False,
0.2880000000000001,False,-0.3604073,False,False,False,
0.2890000000000001,False,-0.32808998,False,False,False,
0.2900000000000001,False,-0.29265523,False,False,False,
0.2910000000000001,False,-0.26616007,False,False,False,
0.2920000000000001,False,-0.26380473,False,False,False,
0.2930000000000001,False,-0.28515813,False,False,False,
0.2940000000000001,False,-0.32742903,False,False,False,
0.2950000000000001,False,-0.36236113,False,False,False,
0.2960000000000001,False,-0.36221108,False,False,False,
0.2970000000000001,False,-0.3374079,False,False,False,
0.2980000000000001,False,-0.3117229,False,False,False,
0.2990000000000001,False,-0.30174816,False,False,False,
0.3000000000000001,False,-0.30944142,False,False,False,
0.3010000000000001,False,-0.3352242,False,False,False,
0.3020000000000001,False,-0.36206335,False,False,False,
0.3030000000000001,False,-0.36304808,False,False,False,
0.3040000000000001,False,-0.33956358,False,False,False,
0.3050000000000001,False,-0.30896512,False,False,False,
0.3060000000000001,False,-0.28109288,False,False,False,
0.3070000000000001,False,-0.28142938,False,False,False,
0.3080000000000001,False,-0.30000338,False,False,False,
0.3090000000000001,False,-0.3335125,False,False,False,
0.3100000000000001,False,-0.35999322,False,False,False,
0.3110000000000001,False,-0.36458555,False,False,False,
0.3120000000000001,False,-0.33975163,False,False,False,
0.3130000000000001,False,-0.3115454,False,False,False,
0.3140000000000001,False,-0.3081976,False,False,False,
0.3150000000000001,False,-0.31678975,False,False,False,
0.3160000000000001,False,-0.33062077,False,False,False,
0.3170000000000001,False,-0.35669476,False,False,False,
0.3180000000000001,False,-0.36605448,False,False,False,
0.3190000000000002,False,-0.3505864,False,False,False,
0.3200000000000002,False,-0.32220194,False,False,False,
0.3210000000000002,False,-0.28724855,False,False,False,
0.3220000000000002,False,-0.28448588,False,False,False,
0.3230000000000002,False,-0.3119522,False,False,False,
0.3240000000000002,False,-0.33721033,False,False,False,
0.3250000000000002,False,-0.36002737,False,False,False,
0.3260000000000002,False,-0.3658067,False,False,False,
0.3270000000000002,False,-0.35021675,False,False,False,
0.3280000000000001,False,-0.3253309,False,False,False,
0.3290000000000001,False,-0.31689647,False,False,False,
0.3300000000000001,False,-0.32306543,False,False,False,
0.3310000000000001,False,-0.33672094,False,False,False,
0.3320000000000001,False,-0.35556886,False,False,False,
0.3330000000000001,False,-0.36594558,False,False,False,
0.3340000000000001,False,-0.35823765,False,False,False,
0.3350000000000001,False,-0.33383477,False,False,False,
0.3360000000000001,False,-0.30111906,False,False,False,
0.3370000000000001,False,-0.29502425,False,False,False,
0.3380000000000001,False,-0.32156152,False,False,False,
0.3390000000000001,False,-0.34567314,False,False,False,
0.3400000000000001,False,-0.36242178,False,False,False,
0.3410000000000001,False,-0.36704525,False,False,False,
0.3420000000000001,False,-0.3574244,False,False,False,
0.3430000000000001,False,-0.3373532,False,False,False,
0.3440000000000001,False,-0.32859042,False,False,False,
0.3450000000000001,False,-0.3333868,False,False,False,
0.3460000000000001,False,-0.34332004,False,False,False,
0.3470000000000001,False,-0.35819206,False,False,False,
0.3480000000000001,False,-0.36632445,False,False,False,
0.3490000000000001,False,-0.36190405,False,False,False,
0.3500000000000001,False,-0.34405807,False,False,False,
0.3510000000000001,False,-0.3170188,False,False,False,
0.3520000000000001,False,-0.30853918,False,False,False,
0.3530000000000001,False,-0.3264153,False,False,False,
0.3540000000000001,False,-0.3480309,False,False,False,
0.3550000000000001,False,-0.36455736,False,False,False,
0.3560000000000001,False,-0.36655444,False,False,False,
0.3570000000000001,False,-0.3578567,False,False,False,
0.3580000000000001,False,-0.34557614,False,False,False,
0.3590000000000001,False,-0.3418307,False,False,False,
0.3600000000000001,False,-0.34389874,False,False,False,
0.3610000000000001,False,-0.3463018,False,False,False,
0.3620000000000001,False,-0.35823837,False,False,False,
0.3630000000000001,False,-0.36657825,False,False,False,
0.3640000000000001,False,-0.3636337,False,False,False,
0.3650000000000001,False,-0.3480941,False,False,False,
0.3660000000000001,False,-0.32513314,False,False,False,
0.3670000000000001,False,-0.31643575,False,False,False,
0.3680000000000001,False,-0.32987902,False,False,False,
0.3690000000000001,False,-0.3482271,False,False,False,
0.3700000000000001,False,-0.36411375,False,False,False,
0.3710000000000001,False,-0.36669475,False,False,False,
0.3720000000000001,False,-0.35797864,False,False,False,
0.3730000000000001,False,-0.34716123,False,False,False,
0.3740000000000001,False,-0.34782535,False,False,False,
0.3750000000000001,False,-0.35072854,False,False,False,
0.3760000000000001,False,-0.35096142,False,False,False,
0.3770000000000001,False,-0.35892737,False,False,False,
0.3780000000000001,False,-0.36704347,False,False,False,
0.3790000000000001,False,-0.36397672,False,False,False,
0.3800000000000001,False,-0.34863022,False,False,False,
0.3810000000000001,False,-0.3253501,False,False,False,
0.3820000000000002,False,-0.31939185,False,False,False,
0.3830000000000001,False,-0.333197,False,False,False,
0.3840000000000001,False,-0.3497826,False,False,False,
0.3850000000000001,False,-0.36253083,False,False,False,
0.3860000000000001,False,-0.3668714,False,False,False,
0.3870000000000001,False,-0.3604635,False,False,False,
0.3880000000000001,False,-0.35025495,False,False,False,
0.3890000000000001,False,-0.34923443,False,False,False,
0.3900000000000001,False,-0.35499436,False,False,False,
0.3910000000000001,False,-0.35683376,False,False,False,
0.3920000000000001,False,-0.36064315,False,False,False,
0.3930000000000001,False,-0.36658445,False,False,False,
0.3940000000000001,False,-0.3648948,False,False,False,
0.3950000000000001,False,-0.3511871,False,False,False,
0.3960000000000001,False,-0.32933626,False,False,False,
0.3970000000000001,False,-0.3232349,False,False,False,
0.3980000000000001,False,-0.33933014,False,False,False,
0.3990000000000001,False,-0.354454,False,False,False,
0.4000000000000001,False,-0.36335358,False,False,False,
0.4010000000000001,False,-0.3670841,False,False,False,
0.4020000000000001,False,-0.36318085,False,False,False,
0.4030000000000001,False,-0.35479686,False,False,False,
0.4040000000000001,False,-0.3527897,False,False,False,
0.4050000000000001,False,-0.35693336,False,False,False,
0.4060000000000001,False,-0.36021155,False,False,False,
0.4070000000000001,False,-0.36310503,False,False,False,
0.4080000000000001,False,-0.36679742,False,False,False,
0.4090000000000001,False,-0.36601403,False,False,False,
0.4100000000000001,False,-0.3559476,False,False,False,
0.4110000000000001,False,-0.33733472,False,False,False,
0.4120000000000001,True,5.582351,True,False,False,
0.4130000000000001,False,1.8107138,False,False,False,
0.4140000000000001,False,1.053638,False,False,False,
0.4150000000000001,False,1.6229802,False,False,False,
0.4160000000000001,False,0.99982303,False,False,False,
0.4170000000000001,False,0.35487753,False,False,False,
0.4180000000000001,False,0.16960075,False,False,False,
0.4190000000000001,False,0.44316176,False,False,False,
0.4200000000000001,False,0.19673914,False,False,False,
0.4210000000000001,False,-0.19244505,False,False,False,
0.4220000000000001,False,-0.1438118,False,False,False,
0.4230000000000001,False,-0.12690294,False,False,False,
0.4240000000000001,False,-0.27057117,False,False,False,
0.4250000000000001,False,-0.19013527,False,False,False,
0.4260000000000001,False,-0.23587367,False,False,False,
0.4270000000000001,False,-0.32260188,False,False,False,
0.4280000000000001,False,-0.2942825,False,False,False,
0.4290000000000001,False,-0.31129357,False,False,False,
0.4300000000000001,False,-0.31638116,False,False,False,
0.4310000000000001,False,-0.20501366,False,False,False,
0.4320000000000001,False,-0.33336443,False,False,False,
0.4330000000000001,False,-0.33287227,False,False,False,
0.4340000000000001,False,-0.35474953,False,False,False,
0.4350000000000001,False,-0.3456596,False,False,False,
0.4360000000000001,False,-0.30413124,False,False,False,
0.4370000000000001,False,-0.34103566,False,False,False,
0.4380000000000001,False,-0.34860706,False,False,False,
0.4390000000000001,False,-0.34807855,False,False,False,
0.4400000000000001,False,-0.35129657,False,False,False,
0.4410000000000001,False,-0.31744212,False,False,False,
0.4420000000000001,False,-0.32897592,False,False,False,
0.4430000000000001,False,-0.34603104,False,False,False,
0.4440000000000001,False,-0.35363457,False,False,False,
0.4450000000000001,False,-0.36233404,False,False,False,
0.4460000000000001,False,-0.35679775,False,False,False,
0.4470000000000001,False,-0.3593147,False,False,False,
0.4480000000000001,False,-0.35574538,False,False,False,
0.4490000000000001,False,-0.35773194,False,False,False,
0.4500000000000001,False,-0.3620599,False,False,False,
0.4510000000000001,False,-0.36251923,False,False,False,
0.4520000000000001,False,-0.36531147,False,False,False,
0.4530000000000001,False,-0.3611777,False,False,False,
0.4540000000000001,False,-0.36303592,False,False,False,
0.4550000000000001,False,-0.36646447,False,False,False,
0.4560000000000001,False,-0.3618822,False,False,False,
0.4570000000000001,False,-0.36332858,False,False,False,
0.4580000000000001,False,-0.36158472,False,False,False,
0.4590000000000001,False,-0.36145446,False,False,False,
0.4600000000000001,False,-0.36628148,False,False,False,
0.4610000000000001,False,-0.36479217,False,False,False,
0.4620000000000001,False,-0.3669407,False,False,False,
0.4630000000000001,False,-0.3662236,False,False,False,
0.4640000000000001,False,-0.3634384,False,False,False,
0.4650000000000001,False,-0.3647337,False,False,False,
0.4660000000000001,False,-0.36501908,False,False,False,
0.4670000000000001,False,-0.3666477,False,False,False,
0.4680000000000001,False,-0.3670672,False,False,False,
0.4690000000000001,False,-0.3659661,False,False,False,
0.4700000000000001,False,-0.3663197,False,False,False,
0.4710000000000001,False,-0.36647165,False,False,False,
0.4720000000000001,False,-0.36678946,False,False,False,
0.4730000000000001,False,-0.36654615,False,False,False,
0.4740000000000001,False,-0.36643165,False,False,False,
0.4750000000000001,False,-0.36665916,False,False,False,
0.4760000000000001,False,-0.36662927,False,False,False,
0.4770000000000001,False,-0.3672028,False,False,False,
0.4780000000000001,False,-0.36723047,False,False,False,
0.4790000000000001,False,-0.36674443,False,False,False,
0.4800000000000001,False,-0.3664928,False,False,False,
0.4810000000000001,False,-0.36605623,False,False,False,
0.4820000000000001,False,-0.3668222,False,False,False,
0.4830000000000001,False,-0.36721542,False,False,False,
0.4840000000000001,False,-0.36717945,False,False,False,
0.4850000000000001,False,-0.3672405,False,False,False,
0.4860000000000001,False,-0.3666316,False,False,False,
0.4870000000000001,False,-0.36675477,False,False,False,
0.4880000000000001,False,-0.36702612,False,False,False,
0.4890000000000001,False,-0.3669397,False,False,False,
0.4900000000000001,False,-0.36719072,False,False,False,
0.4910000000000001,False,-0.36702788,False,False,False,
0.4920000000000001,False,-0.36701542,False,False,False,
0.4930000000000001,False,-0.36714953,False,False,False,
0.4940000000000001,False,-0.36710814,False,False,False,
0.4950000000000001,False,-0.36713016,False,False,False,
0.4960000000000001,False,-0.36675686,False,False,False,
0.4970000000000001,False,-0.3665939,False,False,False,
0.4980000000000001,False,-0.36678535,False,False,False,
0.4990000000000001,False,-0.36701444,False,False,False,
0.5000000000000001,False,-0.36722606,False,False,False,
0.5010000000000001,False,-0.3670609,False,False,False,
0.5020000000000001,False,-0.36679402,False,False,False,
0.5030000000000001,False,-0.36660296,False,False,False,
0.5040000000000001,False,-0.36684564,False,False,False,
0.5050000000000001,False,-0.020706639,False,False,False,
0.5060000000000001,True,2.6338153,True,False,False,
0.5070000000000001,True,3.118411,True,False,False,
0.5080000000000001,False,0.4055094,False,False,False,
0.5090000000000001,False,0.9049157,False,False,False,
0.5100000000000001,True,3.6292427,True,False,False,
0.5110000000000001,False,0.25014722,False,False,False,
0.5120000000000001,False,1.4488379,False,False,False,
0.5130000000000001,False,0.8940632,False,False,False,
0.5140000000000001,True,2.9420607,True,False,False,
0.5150000000000001,True,5.46168,True,False,False,
0.5160000000000001,True,4.016833,True,False,False,
0.5170000000000001,False,1.8030543,False,False,False,
0.5180000000000001,False,1.6214014,False,False,False,
0.5190000000000001,False,0.26928237,False,False,False,
0.5200000000000001,False,0.26669925,False,False,False,
0.5210000000000001,False,1.0758018,False,False,False,
0.5220000000000001,True,6.2950997,True,False,False,
0.5230000000000001,True,9.690312,True,False,False,
0.5240000000000001,True,6.789171,True,False,False,
0.5250000000000001,False,2.088462,False,False,False,
0.5260000000000001,False,1.1710047,False,False,False,
0.5270000000000001,False,0.21574734,False,False,False,
0.5280000000000001,False,-0.12986292,False,False,False,
0.5290000000000001,False,0.36855018,False,False,False,
0.5300000000000001,False,0.68544614,False,False,False,
0.5310000000000001,False,1.86394,False,False,False,
0.5320000000000001,False,1.757137,False,False,False,
0.5330000000000001,False,1.0836401,False,False,False,
0.5340000000000001,False,0.5476867,False,False,False,
0.5350000000000001,False,-0.017629832,False,False,False,
0.5360000000000001,False,-0.17567849,False,False,False,
0.5370000000000001,False,0.12899514,False,False,False,
0.5380000000000001,False,1.3069927,False,False,False,
0.5390000000000001,True,3.19885,True,False,False,
0.5400000000000001,True,3.518271,True,False,False,
0.5410000000000001,False,1.9591666,False,False,False,
0.5420000000000001,False,0.9621316,False,False,False,
0.5430000000000001,False,-0.09777647,False,False,False,
0.5440000000000002,False,-0.2066196,False,False,False,
0.5450000000000002,False,0.14564365,False,False,False,
0.5460000000000002,False,0.6394644,False,False,False,
0.5470000000000002,False,1.1415946,False,False,False,
0.5480000000000002,False,1.2094375,False,False,False,
0.5490000000000002,False,0.5409484,False,False,False,
0.5500000000000002,False,-0.008815792,False,False,False,
0.5510000000000002,False,-0.24661821,False,False,False,
0.5520000000000002,False,-0.2835618,False,False,False,
0.5530000000000002,False,0.060046475,False,False,False,
0.5540000000000002,False,0.79259443,False,False,False,
0.5550000000000002,False,1.1634878,False,False,False,
0.5560000000000002,False,0.86755055,False,False,False,
0.5570000000000002,False,0.83664143,False,False,False,
0.5580000000000002,False,0.22683059,False,False,False,
0.5590000000000002,False,-0.30748972,False,False,False,
0.5600000000000002,False,-0.04220985,False,False,False,
0.5610000000000002,False,0.28739217,False,False,False,
0.5620000000000002,False,0.619923,False,False,False,
0.5630000000000002,False,0.6738475,False,False,False,
0.5640000000000002,False,0.7147798,False,False,False,
0.5650000000000002,False,0.21358325,False,False,False,
0.5660000000000002,False,-0.19039199,False,False,False,
0.5670000000000002,False,-0.32061437,False,False,False,
0.5680000000000002,False,-0.2607616,False,False,False,
0.5690000000000002,False,0.090878025,False,False,False,
0.5700000000000002,False,0.5810918,False,False,False,
0.5710000000000002,False,0.5097642,False,False,False,
